01/11/15    09:21:36,9 days 08:24:59,14.1V,5.2V,13.3V,13.2V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    09:16:35,9 days 08:20:00,14.7V,5.2V,13.3V,13.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    09:11:34,9 days 08:15:00,14.0V,5.2V,13.5V,13.4V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    09:06:32,9 days 08:09:59,15.2V,5.2V,13.6V,13.6V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    09:01:31,9 days 08:05:00,14.3V,5.2V,13.8V,13.8V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:56:30,9 days 08:00:00,14.4V,5.2V,14.0V,14.0V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:51:28,9 days 07:54:59,14.5V,5.2V,14.0V,14.0V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:46:27,9 days 07:50:00,14.5V,5.2V,14.1V,14.0V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:41:26,9 days 07:45:00,14.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:36:25,9 days 07:40:00,15.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:31:23,9 days 07:34:59,16.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:26:22,9 days 07:30:00,16.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:21:21,9 days 07:25:00,16.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:16:20,9 days 07:20:00,16.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:11:18,9 days 07:15:00,17.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:06:17,9 days 07:10:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    08:01:15,9 days 07:04:59,17.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    07:56:14,9 days 07:00:00,17.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    07:51:13,9 days 06:55:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    07:46:12,9 days 06:50:00,17.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    07:41:10,9 days 06:45:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:36:09,9 days 06:40:00,17.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:31:07,9 days 06:34:59,17.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:26:06,9 days 06:30:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:21:05,9 days 06:25:00,17.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:16:04,9 days 06:20:00,16.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:11:02,9 days 06:15:00,17.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:06:01,9 days 06:10:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    07:00:59,9 days 06:04:59,16.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:55:58,9 days 06:00:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:50:57,9 days 05:55:00,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:45:56,9 days 05:50:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:40:54,9 days 05:45:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:35:53,9 days 05:40:00,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:30:52,9 days 05:35:00,18.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:25:50,9 days 05:30:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,0.0A,,30.4C
01/11/15    06:20:49,9 days 05:25:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:15:48,9 days 05:20:00,18.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:10:46,9 days 05:14:59,19.4V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    06:05:45,9 days 05:10:00,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    06:00:44,9 days 05:05:00,17.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:55:42,9 days 04:59:59,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:50:41,9 days 04:55:00,16.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:45:40,9 days 04:50:00,18.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:40:39,9 days 04:45:00,19.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:35:37,9 days 04:39:59,18.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:30:36,9 days 04:35:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    05:25:34,9 days 04:29:59,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    05:20:33,9 days 04:25:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    05:15:32,9 days 04:20:00,18.0V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    05:10:30,9 days 04:14:59,17.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    05:05:29,9 days 04:10:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    05:00:28,9 days 04:05:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    04:55:26,9 days 04:00:00,16.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    04:50:25,9 days 03:55:00,18.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    04:45:23,9 days 03:50:00,18.4V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.6C
01/11/15    04:40:22,9 days 03:45:00,18.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:35:20,9 days 03:40:00,19.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:30:19,9 days 03:35:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:25:17,9 days 03:29:59,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:20:16,9 days 03:25:00,17.5V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:15:15,9 days 03:20:00,17.6V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.5C
01/11/15    04:10:13,9 days 03:15:00,17.4V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    04:05:12,9 days 03:10:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.4C
01/11/15    04:00:10,9 days 03:05:00,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    03:55:09,9 days 03:00:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.3C
01/11/15    03:50:07,9 days 02:54:59,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.2C
01/11/15    03:45:06,9 days 02:50:00,17.7V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.2C
01/11/15    03:40:05,9 days 02:45:00,17.8V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.1C
01/11/15    03:35:03,9 days 02:39:59,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.1C
01/11/15    03:30:02,9 days 02:35:00,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.0C
01/11/15    03:25:01,9 days 02:30:00,17.9V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,30.0C
01/11/15    03:19:59,9 days 02:25:00,18.1V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.9C
01/11/15    03:14:58,9 days 02:20:00,18.2V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.9C
01/11/15    03:09:56,9 days 02:14:59,18.3V,5.2V,14.3V,14.3V,0.0A,0.0A,0.0A,-0.2A,,29.9C
