Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-03-25 00:04:08 44 14135 4758 20911 0 24 26 58 21076 725
2000-03-25 00:14:08 44 14135 4758 20966 0 17 26 56 21076 673
2000-03-25 00:24:08 44 14190 4758 20966 -1 19 26 54 21131 620
2000-03-25 00:34:08 44 14190 4758 21021 -1 13 26 50 21131 562
2000-03-25 00:44:08 44 14190 4758 21021 0 16 27 51 21186 499
2000-03-25 00:54:08 44 14190 4758 20911 -1 11 27 48 21076 432
2000-03-25 01:04:08 44 14190 4758 20801 -1 11 26 48 21021 358
2000-03-25 01:14:08 44 14135 4758 18656 -1 7 27 47 19998 177
2000-03-25 01:24:08 44 13926 4758 14674 0 4 27 33 18766 37
2000-03-25 01:34:08 44 13706 4758 14410 0 4 26 22 18117 26
2000-03-25 01:44:08 44 13552 4758 13981 0 2 26 10 16610 14
2000-03-25 01:54:08 44 13387 4758 13277 0 2 26 4 13981 6
2000-03-25 02:04:08 44 13167 4758 9790 152 1 26 3 8866 3
2000-03-25 02:14:08 44 13013 4758 2101 228 1 26 0 1452 1
2000-03-25 02:24:08 44 13013 4880 165 226 1 26 0 110 0
2000-03-25 02:34:08 44 13013 5185 0 225 0 26 0 0 0
2000-03-25 02:44:08 44 13013 5185 0 273 0 26 0 0 0
2000-03-25 02:54:08 44 12958 5063 0 393 78 26 0 0 0
2000-03-25 03:04:08 44 12903 4758 0 394 293 26 0 0 0
2000-03-25 03:14:08 44 12903 4758 0 394 284 26 1 0 1
2000-03-25 03:24:08 44 12958 5063 0 393 58 25 0 0 0
2000-03-25 03:34:08 44 12958 5185 0 393 -1 26 0 0 0
2000-03-25 03:44:08 44 12958 5185 0 393 0 25 0 0 0
2000-03-25 03:54:08 44 12958 5185 0 393 0 26 0 0 0
2000-03-25 04:04:08 44 12958 5185 0 393 0 26 0 0 0
2000-03-25 04:14:08 44 12958 5185 0 393 0 26 0 0 0
2000-03-25 04:24:08 44 12903 5185 0 393 0 26 0 0 0
2000-03-25 04:34:08 44 12903 5185 0 393 0 26 0 0 0
2000-03-25 04:44:08 44 12903 5002 0 394 92 25 1 0 1
2000-03-25 04:54:08 44 12848 4758 0 395 275 26 2 0 2
2000-03-25 05:04:08 44 12848 4758 0 372 256 26 1 0 1
2000-03-25 05:14:08 44 12958 4758 0 164 261 26 0 0 0
2000-03-25 05:24:08 44 12958 4758 0 164 260 25 0 0 0
2000-03-25 05:34:08 44 12958 4758 0 164 261 26 0 0 0
2000-03-25 05:44:08 44 12958 4758 0 164 264 26 0 0 0
2000-03-25 05:54:08 44 12958 4758 0 164 266 26 0 0 0
2000-03-25 06:04:08 44 12958 4758 0 164 269 26 0 0 0
2000-03-25 06:14:08 44 13013 5124 0 164 18 26 0 0 0
2000-03-25 06:24:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 06:34:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 06:44:08 44 13013 5185 0 164 0 25 0 0 0
2000-03-25 06:54:08 44 13013 5185 0 164 0 25 0 0 0
2000-03-25 07:04:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 07:14:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 07:24:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 07:34:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 07:44:08 44 13013 5185 0 164 0 26 0 0 0
2000-03-25 07:54:08 44 12958 5185 0 164 0 26 0 0 0
