Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-03-16 00:02:03 22 14410 0 21021 0 0 27 33 21076 924
2000-03-16 00:12:03 22 14410 0 20911 0 0 26 32 21021 893
2000-03-16 00:22:03 22 14410 0 21021 0 0 26 32 21076 906
2000-03-16 00:32:03 22 14410 0 20966 0 0 27 32 21076 872
2000-03-16 00:42:03 22 14410 0 21021 0 0 28 33 21131 861
2000-03-16 00:52:03 22 14410 0 21076 0 0 26 32 21186 839
2000-03-16 01:02:03 22 14410 0 21021 0 0 28 33 21131 800
2000-03-16 01:12:03 22 14410 0 21076 0 0 26 33 21186 765
2000-03-16 01:22:03 22 14410 0 21131 0 0 26 33 21241 710
2000-03-16 01:32:03 22 14410 0 21131 0 0 27 31 21285 687
2000-03-16 01:42:03 22 14410 0 21186 0 0 28 33 21285 648
2000-03-16 01:52:03 22 14410 0 21076 0 0 26 31 21186 607
2000-03-16 02:02:03 22 14410 0 21131 0 0 28 32 21241 535
2000-03-16 02:12:03 22 14410 0 21076 0 0 26 33 21186 458
2000-03-16 02:22:03 22 14410 0 21021 0 0 27 32 21186 310
2000-03-16 02:32:03 22 14410 0 20966 0 0 27 32 21131 348
2000-03-16 02:42:03 22 14410 0 19624 0 0 27 32 20163 148
2000-03-16 02:52:03 22 14245 0 15004 0 0 26 25 18117 32
2000-03-16 03:02:03 22 14036 0 14674 4 0 27 20 17908 26
2000-03-16 03:12:03 22 13816 0 14674 0 0 27 14 17369 20
2000-03-16 03:22:03 22 13651 0 14355 0 0 28 9 16401 13
2000-03-16 03:32:03 22 13552 0 13816 0 0 26 4 14520 8
2000-03-16 03:42:03 22 13442 0 11825 0 0 28 3 11286 4
2000-03-16 03:52:03 22 13332 0 5379 0 0 27 0 4356 2
2000-03-16 04:02:03 22 13068 0 649 140 0 26 0 484 0
2000-03-16 04:12:03 22 12903 0 110 398 0 28 0 55 0
2000-03-16 04:22:03 22 12958 0 0 395 0 28 0 0 0
2000-03-16 04:32:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 04:42:03 22 13013 0 0 393 0 27 0 0 0
2000-03-16 04:52:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 05:02:03 22 13013 0 0 393 0 27 0 0 0
2000-03-16 05:12:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 05:22:03 22 13013 0 0 393 0 27 0 0 0
2000-03-16 05:32:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 05:42:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 05:52:03 22 13013 0 0 393 0 28 0 0 0
2000-03-16 06:02:03 22 13013 0 0 393 0 26 0 0 0
2000-03-16 06:12:03 22 13123 0 0 228 0 27 0 0 0
2000-03-16 06:22:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 06:32:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 06:42:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 06:52:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 07:02:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 07:12:03 22 13123 0 0 225 0 27 0 0 0
2000-03-16 07:22:03 22 13123 0 0 226 0 27 0 0 0
2000-03-16 07:32:03 22 13068 0 0 226 0 27 0 0 0
2000-03-16 07:42:03 22 13068 0 0 226 0 27 0 0 0
2000-03-16 07:52:03 22 13068 0 0 226 0 27 0 0 0
2000-03-16 08:02:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 08:12:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 08:22:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 08:32:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 08:42:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 08:52:03 22 13068 0 0 226 0 28 0 0 0
2000-03-16 09:02:03 22 13123 0 0 143 0 28 0 0 0
2000-03-16 09:12:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 09:22:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 09:32:03 22 13222 0 0 0 0 26 0 0 0
2000-03-16 09:42:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 09:52:03 22 13277 0 0 0 0 26 0 0 0
2000-03-16 10:02:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 10:12:03 22 13277 0 0 0 0 26 0 0 0
2000-03-16 10:22:03 22 13277 0 0 0 0 28 0 0 0
2000-03-16 10:32:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 10:42:03 22 13277 0 0 0 0 26 0 0 0
2000-03-16 10:52:03 22 13277 0 0 0 0 28 0 0 0
2000-03-16 11:02:03 22 13277 0 0 0 0 29 0 0 0
2000-03-16 11:12:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 11:22:03 22 13277 0 0 0 0 26 0 0 0
2000-03-16 11:32:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 11:42:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 11:52:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 12:02:03 22 13277 0 0 0 0 26 0 0 0
2000-03-16 12:12:03 22 13277 0 0 0 0 28 0 0 0
2000-03-16 12:22:03 22 13277 0 0 0 0 27 0 0 0
2000-03-16 12:32:03 22 13277 0 0 0 0 29 0 0 0
2000-03-16 12:42:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 12:52:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 13:02:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 13:12:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 13:22:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 13:32:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 13:42:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 13:52:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 14:02:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 14:12:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 14:22:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 14:32:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 14:42:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 14:52:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 15:02:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 15:12:03 22 13222 0 0 0 0 26 0 0 0
2000-03-16 15:22:03 22 13222 0 0 0 0 28 0 0 0
2000-03-16 15:32:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 15:42:03 22 13222 0 0 0 0 27 0 0 0
2000-03-16 15:52:03 22 13222 0 110 0 0 26 0 55 0
2000-03-16 16:02:03 22 13222 0 1397 0 0 28 0 1078 0
2000-03-16 16:12:03 22 13222 0 7634 0 0 28 1 7095 3
2000-03-16 16:22:03 22 13222 0 12474 0 0 26 3 12474 5
2000-03-16 16:32:03 22 13222 0 13816 0 0 27 5 15543 9
2000-03-16 16:42:03 22 13222 0 13871 0 0 27 13 17523 16
2000-03-16 16:52:03 22 13277 0 14036 0 0 29 23 18711 27
2000-03-16 17:02:03 22 13277 0 14091 0 0 26 28 18975 32
2000-03-16 17:12:03 22 13277 0 15543 0 0 27 25 19140 36
2000-03-16 17:22:03 22 13277 0 14135 0 0 27 36 19305 40
2000-03-16 17:32:03 22 13277 0 14300 0 0 27 49 19679 54
2000-03-16 17:42:03 22 13332 0 14674 0 0 27 67 20053 74
2000-03-16 17:52:03 22 13332 0 14839 0 0 27 91 20372 98
2000-03-16 18:02:03 22 13277 0 16720 0 0 26 83 20592 127
2000-03-16 18:12:03 22 13222 0 15213 0 0 28 144 20757 159
2000-03-16 18:22:03 22 13222 0 15378 0 0 28 175 20911 195
2000-03-16 18:32:03 22 13277 0 15587 0 0 28 213 21021 234
2000-03-16 18:42:03 22 13277 0 15488 0 0 26 254 21131 274
2000-03-16 18:52:03 22 13332 0 15543 0 0 29 293 21186 315
2000-03-16 19:02:03 22 13387 0 15807 0 0 28 328 21285 357
2000-03-16 19:12:03 22 13442 0 15642 0 0 29 372 21285 399
2000-03-16 19:22:03 22 13497 0 15642 0 0 29 411 21340 440
2000-03-16 19:32:03 22 13497 0 15972 0 0 28 440 21285 482
2000-03-16 19:42:03 22 13552 0 15862 0 0 28 485 21285 523
2000-03-16 19:52:03 22 13607 0 15972 0 0 28 517 21340 562
2000-03-16 20:02:03 22 13607 0 15807 0 0 28 559 21340 601
2000-03-16 20:12:03 22 13651 0 15807 0 0 28 603 21340 638
2000-03-16 20:22:03 22 13651 0 15807 0 0 28 631 21285 675
2000-03-16 20:32:03 22 13706 0 15807 0 0 27 668 21340 707
2000-03-16 20:42:03 22 13706 0 15807 0 0 27 684 21186 743
