Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-03-04 00:02:03 22 14245 0 17853 0 0 28 665 21241 900
2000-03-04 00:12:03 22 14300 0 20757 0 0 26 135 21131 892
2000-03-04 00:22:03 22 14410 0 20966 0 0 27 59 21131 878
2000-03-04 00:32:03 22 14410 0 20966 0 0 26 40 21076 864
2000-03-04 00:42:03 22 14410 0 20966 0 0 28 35 21076 849
2000-03-04 00:52:03 22 14410 0 21021 0 0 26 34 21131 830
2000-03-04 01:02:03 22 14410 0 21021 0 0 27 32 21131 807
2000-03-04 01:12:03 22 14410 0 21021 0 0 28 33 21131 783
2000-03-04 01:22:03 22 14410 0 20966 0 0 28 34 21076 757
2000-03-04 01:32:03 22 14410 0 21021 0 0 28 33 21131 728
2000-03-04 01:42:03 22 14410 0 21076 0 0 28 33 21186 693
2000-03-04 01:52:03 22 14410 0 21131 0 0 28 33 21241 660
2000-03-04 02:02:03 22 14410 0 21076 0 0 26 33 21186 620
2000-03-04 02:12:03 22 14410 0 21076 0 0 28 33 21186 576
2000-03-04 02:22:03 22 14410 0 21131 0 0 27 33 21241 528
2000-03-04 02:32:03 22 14410 0 21076 0 0 26 33 21241 476
2000-03-04 02:42:03 22 14410 0 18436 0 0 26 29 19360 216
2000-03-04 02:52:03 22 14091 0 15488 0 0 28 14 17578 24
2000-03-04 03:02:03 22 13871 0 14465 0 0 28 15 17369 20
2000-03-04 03:12:03 22 13706 0 15543 0 0 27 7 16830 16
2000-03-04 03:22:03 22 13552 0 14190 0 0 27 7 15807 11
2000-03-04 03:32:03 22 13442 0 13332 0 0 26 3 13442 6
2000-03-04 03:42:03 22 13387 0 10219 0 0 28 2 9515 4
2000-03-04 03:52:03 22 13332 0 2959 49 0 26 0 2101 1
2000-03-04 04:02:03 22 13123 0 264 226 0 27 0 220 0
2000-03-04 04:12:03 22 13013 0 0 364 0 28 0 0 0
2000-03-04 04:22:03 22 13013 0 0 394 0 28 0 0 0
2000-03-04 04:32:03 22 13013 0 0 394 0 28 0 0 0
2000-03-04 04:42:03 22 13013 0 0 394 0 28 0 0 0
