"Variable 1","Variable 2","Type","Method","Correlation","abs_corr"
"monthly_exp_illum_before","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.09624614325321687","0.09624614325321687"
"phone_2_time","pv_before","Numerical–Categorical","Correlation ratio (η)","0.09623231859440609","0.09623231859440609"
"act_agriculture","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.09598614111597634","0.09598614111597634"
"sleep_time_before","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.09570773461073112","0.09570773461073112"
"radios","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.0955778433274372","0.0955778433274372"
"children_5_17","migration","Numerical–Categorical","Correlation ratio (η)","0.09557024264472001","0.09557024264472001"
"sleep_time_after","wakeup_time_after","Numerical–Numerical","Pearson","-0.0954141692967311","0.0954141692967311"
"fam_head_age","cooking_rustic","Numerical–Categorical","Correlation ratio (η)","0.09529591636501165","0.09529591636501165"
"fam_head_age","cooking_improved","Numerical–Categorical","Correlation ratio (η)","0.09529591636501165","0.09529591636501165"
"children_5_17","before_radio","Numerical–Categorical","Correlation ratio (η)","0.0952874576492011","0.0952874576492011"
"winter_migration","illum_candles","Categorical–Categorical","Cramér’s V","0.09512962414553587","0.09512962414553587"
"cooking_freq","mant_difficulty","Categorical–Categorical","Cramér’s V","0.0950919292826538","0.0950919292826538"
"monthly_income","rooms","Numerical–Numerical","Pearson","0.09505841439825212","0.09505841439825212"
"phones","illum_burner","Numerical–Categorical","Correlation ratio (η)","0.0949577921912761","0.0949577921912761"
"cooking_improved","tech_problems_battery","Categorical–Categorical","Cramér’s V","0.09479191551169755","0.09479191551169755"
"pv_before","desired_app_phone","Categorical–Categorical","Cramér’s V","0.09479191551169755","0.09479191551169755"
"illum_picolamp","desired_app_phone","Categorical–Categorical","Cramér’s V","0.09479191551169755","0.09479191551169755"
"cooking_rustic","tech_problems_battery","Categorical–Categorical","Cramér’s V","0.09479191551169755","0.09479191551169755"
"adults_mas_60","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.0946521351261897","0.0946521351261897"
"adults_mas_60","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.09455546250866048","0.09455546250866048"
"act_agriculture","illum_candles","Numerical–Categorical","Correlation ratio (η)","0.09452970968469067","0.09452970968469067"
"children_5_17","accessibility","Numerical–Categorical","Correlation ratio (η)","0.09450544855118916","0.09450544855118916"
"light_bulbs","tech_problems_radio","Numerical–Categorical","Correlation ratio (η)","0.09443673487039045","0.09443673487039045"
"light_bulbs","other_illum","Numerical–Categorical","Correlation ratio (η)","0.09443673487039045","0.09443673487039045"
"other_app","quality","Numerical–Categorical","Correlation ratio (η)","0.09420579576180117","0.09420579576180117"
"fam_members","cooking_time_min_d","Numerical–Numerical","Pearson","-0.09399529608096897","0.09399529608096897"
"monthly_exp_illum_before","phone_1_time","Numerical–Numerical","Pearson","-0.0939515277000977","0.0939515277000977"
"act_agriculture","desired_app_blender","Numerical–Categorical","Correlation ratio (η)","0.09357740522813598","0.09357740522813598"
"act_agriculture","transport_car","Numerical–Categorical","Correlation ratio (η)","0.09357740522813598","0.09357740522813598"
"phone_3_time","water_source","Numerical–Categorical","Correlation ratio (η)","0.09323987102013016","0.09323987102013016"
"monthly_exp_illum_before","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.09316924522895421","0.09316924522895421"
"spring_migration","cooking_gas","Categorical–Categorical","Cramér’s V","0.09283257067894754","0.09283257067894754"
"occupation","mat_floor","Categorical–Categorical","Cramér’s V","0.09277107788630659","0.09277107788630659"
"cooking_time_min_d","light_bulbs","Numerical–Numerical","Pearson","0.09246021772492134","0.09246021772492134"
"light_bulb_2_time","before_radio","Numerical–Categorical","Correlation ratio (η)","0.092402513312458","0.092402513312458"
"before_phone","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.09230836004031984","0.09230836004031984"
"sleep_time_before","desired_app_radio","Numerical–Categorical","Correlation ratio (η)","0.09216911711984721","0.09216911711984721"
"light_bulb_1_time","cooking_male","Numerical–Categorical","Correlation ratio (η)","0.09178964515539866","0.09178964515539866"
"light_bulb_1_time","cooking_female","Numerical–Categorical","Correlation ratio (η)","0.09178964515539866","0.09178964515539866"
"phone_3_time","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.09176447802131736","0.09176447802131736"
"desired_app_blender","tech_problems_LED","Categorical–Categorical","Cramér’s V","0.09164088624227743","0.09164088624227743"
"illum_picolamp","desired_app_TV","Categorical–Categorical","Cramér’s V","0.0915565873962773","0.0915565873962773"
"pv_before","desired_app_TV","Categorical–Categorical","Cramér’s V","0.0915565873962773","0.0915565873962773"
"phone_3_time","illum_picolamp","Numerical–Categorical","Correlation ratio (η)","0.09151450987555283","0.09151450987555283"
"sleep_time_before","fam_head_gender","Numerical–Categorical","Correlation ratio (η)","0.09136893428638669","0.09136893428638669"
"monthly_fuel_exp","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.091118379745627","0.091118379745627"
"sleep_time_before","illum_burner","Numerical–Categorical","Correlation ratio (η)","0.09110650501976827","0.09110650501976827"
"adults_mas_60","summer_migration","Numerical–Categorical","Correlation ratio (η)","0.09110650501976794","0.09110650501976794"
"monthly_fuel_exp","before_phone","Numerical–Categorical","Correlation ratio (η)","0.09104545586059931","0.09104545586059931"
"act_dl_agri","monthly_fuel_exp","Numerical–Numerical","Pearson","-0.0910248828856835","0.0910248828856835"
"pv_before","mat_roof","Categorical–Categorical","Cramér’s V","0.09100315103865801","0.09100315103865801"
"light_bulbs","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.09085904461247718","0.09085904461247718"
"monthly_income","fam_head_gender","Numerical–Categorical","Correlation ratio (η)","0.09043814203911572","0.09043814203911572"
"phone_1_time","transport_car","Numerical–Categorical","Correlation ratio (η)","0.09037265402309527","0.09037265402309527"
"fam_head_age","other_illum","Numerical–Categorical","Correlation ratio (η)","0.09037021758741814","0.09037021758741814"
"occupation","migration","Categorical–Categorical","Cramér’s V","0.0903319274575189","0.0903319274575189"
"fam_head_age","cooking_fuel_biomass","Numerical–Categorical","Correlation ratio (η)","0.09032152065393814","0.09032152065393814"
"adults_mas_60","eco_support","Numerical–Categorical","Correlation ratio (η)","0.09029720673913393","0.09029720673913393"
"rooms","illum_burner","Numerical–Categorical","Correlation ratio (η)","0.08978872704229604","0.08978872704229604"
"phone_3_time","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.08947532785818277","0.08947532785818277"
"cooking_time_min_d","desired_app_phone","Numerical–Categorical","Correlation ratio (η)","0.08938790475839357","0.08938790475839357"
"cooking_time_min_d","newly_acq_tablet","Numerical–Categorical","Correlation ratio (η)","0.08938790475839357","0.08938790475839357"
"monthly_exp_illum_before","desired_app_blender","Numerical–Categorical","Correlation ratio (η)","0.08899016198749038","0.08899016198749038"
"other_app","migration","Numerical–Categorical","Correlation ratio (η)","0.0889805386226342","0.0889805386226342"
"rooms","pv_before","Numerical–Categorical","Correlation ratio (η)","0.08880740001413151","0.08880740001413151"
"sleep_time_before","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.08879159747889723","0.08879159747889723"
"phone_2_time","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.08869403201796285","0.08869403201796285"
"act_agriculture","cooking_fuel_gas","Numerical–Categorical","Correlation ratio (η)","0.08862962576128437","0.08862962576128437"
"act_agriculture","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.08862962576128437","0.08862962576128437"
"fam_members","importance_night","Numerical–Categorical","Correlation ratio (η)","0.08857589984350558","0.08857589984350558"
"fam_members","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.08857589984350558","0.08857589984350558"
"phones","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.08857057290675305","0.08857057290675305"
"wo_activity","other_app","Numerical–Numerical","Pearson","-0.08853547567621342","0.08853547567621342"
"monthly_exp_illum_before","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.08825049713451373","0.08825049713451373"
"light_bulb_1_time","illum_candles","Numerical–Categorical","Correlation ratio (η)","0.08823294643814662","0.08823294643814662"
"occupation","tech_problems_radio","Categorical–Categorical","Cramér’s V","0.08815942548982816","0.08815942548982816"
"light_bulbs","radio_time","Numerical–Numerical","Pearson","0.0877906836978017","0.0877906836978017"
"sleep_time_after","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.08774808597050357","0.08774808597050357"
"light_bulb_1_time","eco_support","Numerical–Categorical","Correlation ratio (η)","0.0877480382444746","0.0877480382444746"
"desired_app_radio","inst_difficulty","Categorical–Categorical","Cramér’s V","0.087671400751921","0.087671400751921"
"energy_saving_measures","other_illum","Categorical–Categorical","Cramér’s V","0.08767140075192087","0.08767140075192087"
"fam_members","tech_problems_radio","Numerical–Categorical","Correlation ratio (η)","0.08758674350147456","0.08758674350147456"
"monthly_exp_illum_before","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.08700909262983637","0.08700909262983637"
"water_source","mant_difficulty","Categorical–Categorical","Cramér’s V","0.08684144868554732","0.08684144868554732"
"monthly_income","before_phone","Numerical–Categorical","Correlation ratio (η)","0.08675077847576634","0.08675077847576634"
"other_app","cooking_biomass","Numerical–Categorical","Correlation ratio (η)","0.08665981958156196","0.08665981958156196"
"fam_head_age","cooking_time_min_d","Numerical–Numerical","Pearson","-0.08663673981221458","0.08663673981221458"
"wo_activity","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.08663061966692108","0.08663061966692108"
"phone_2_time","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.08653893218743208","0.08653893218743208"
"adults_mas_60","phone_3_time","Numerical–Numerical","Pearson","-0.08642633970683906","0.08642633970683906"
"radios","energy_saving_measures","Numerical–Categorical","Correlation ratio (η)","0.08628669719059119","0.08628669719059119"
"fam_members","light_bulb_2_time","Numerical–Numerical","Pearson","-0.08604177913256486","0.08604177913256486"
"light_bulbs","occupation","Numerical–Categorical","Correlation ratio (η)","0.08593527169221903","0.08593527169221903"
"cooking_time_min_d","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.08588630687025425","0.08588630687025425"
"sleep_time_after","phone_1_time","Numerical–Numerical","Pearson","0.0857697050045477","0.0857697050045477"
"sleep_time_after","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.08569758268124644","0.08569758268124644"
"fam_members","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.08527460824042768","0.08527460824042768"
"wakeup_time_after","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.08487535323153876","0.08487535323153876"
"phone_2_time","newly_acq_radio","Numerical–Categorical","Correlation ratio (η)","0.08486125670183504","0.08486125670183504"
"cooking_freq","cooking_female","Categorical–Categorical","Cramér’s V","0.0846081389331708","0.0846081389331708"
"cooking_freq","cooking_male","Categorical–Categorical","Cramér’s V","0.0846081389331708","0.0846081389331708"
"phones","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.08460453857488433","0.08460453857488433"
"children_0_5","cooking_fuel_gas","Numerical–Categorical","Correlation ratio (η)","0.08440087210397343","0.08440087210397343"
"rooms","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.0843350644795816","0.0843350644795816"
"light_bulbs","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.08419386910539699","0.08419386910539699"
