Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-05-17 00:06:33 39 13816 4880 15488 -1 238 27 982 21450 1027
2000-05-17 00:16:33 39 13816 4880 15488 -1 234 27 1007 21340 1052
2000-05-17 00:26:33 39 13816 4880 15543 -1 230 27 1030 21241 1076
2000-05-17 00:36:33 39 13871 4880 15587 -1 228 27 1050 21241 1097
2000-05-17 00:46:33 39 13871 4880 15697 -1 225 27 1050 21241 1114
2000-05-17 00:56:33 39 13926 4880 15642 -1 221 27 1083 21241 1130
2000-05-17 01:06:33 39 13926 4880 16027 -1 216 27 1045 21186 1143
2000-05-17 01:16:33 39 14036 4880 16401 -1 180 27 997 21186 1152
2000-05-17 01:26:33 39 14245 4941 16720 -1 141 28 975 21021 1162
2000-05-17 01:36:33 39 14355 4880 20053 -1 111 27 360 20911 1166
2000-05-17 01:46:33 39 14355 4880 20482 -1 89 27 182 20856 1168
2000-05-17 01:56:33 39 14355 4941 20647 -1 72 26 159 20966 1169
2000-05-17 02:06:33 39 14410 5124 20592 -1 5 27 99 20801 1171
2000-05-17 02:16:33 39 14410 5185 20537 -1 0 27 74 20702 1169
2000-05-17 02:26:33 39 14410 5185 20427 -1 0 28 66 20592 1165
2000-05-17 02:36:33 39 14410 5185 20218 -1 0 27 54 20328 1156
2000-05-17 02:46:33 39 14410 5185 20273 -1 0 28 50 20427 1146
2000-05-17 02:56:33 39 14410 5185 20592 -1 0 27 49 20702 1133
2000-05-17 03:06:33 39 14410 5185 20592 -1 10 27 49 20702 1118
2000-05-17 03:16:33 39 14410 5307 20482 -1 -1 27 41 20592 1101
2000-05-17 03:26:33 39 14410 5307 20592 -1 -1 27 39 20647 1082
2000-05-17 03:36:33 39 14410 5307 20592 -1 -1 27 39 20702 1061
2000-05-17 03:46:33 39 14410 5307 20647 -1 -1 27 38 20757 1040
2000-05-17 03:56:33 39 14410 5307 20647 -1 -1 27 36 20757 1017
2000-05-17 04:06:33 39 14410 5246 20647 -1 24 27 47 20757 989
2000-05-17 04:16:33 39 14410 5307 20757 -1 -1 27 35 20856 959
2000-05-17 04:26:33 39 14410 5307 20757 -1 -1 27 34 20856 928
2000-05-17 04:36:33 39 14410 5307 20702 0 -1 27 34 20801 892
2000-05-17 04:46:33 39 14410 5307 20801 -1 -1 27 35 20856 859
2000-05-17 04:56:33 39 14410 5307 20757 -1 -1 27 33 20801 820
2000-05-17 05:06:33 39 14410 5307 20801 -1 -1 27 34 20911 780
2000-05-17 05:16:33 39 14410 5307 20801 -1 -1 26 32 20856 739
2000-05-17 05:26:33 39 14410 5307 20801 -1 -1 27 33 20911 697
2000-05-17 05:36:33 39 14410 5307 20757 -1 0 28 33 20911 652
2000-05-17 05:46:33 39 14355 4758 20218 -1 479 28 205 20966 607
2000-05-17 05:56:33 39 14355 4758 20328 -1 422 27 179 20966 559
