Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-04-17 00:03:57 7 13651 5124 16236 0 0 29 736 20911 850
2000-04-17 00:13:57 7 13706 5124 15917 0 0 29 793 20856 887
2000-04-17 00:23:57 7 13761 5124 15862 0 0 29 821 20856 921
2000-04-17 00:33:57 7 14036 5124 18117 0 0 29 580 20757 954
2000-04-17 00:43:57 7 14190 5124 20273 0 0 29 107 20537 985
2000-04-17 00:53:57 7 14190 5124 20372 0 0 29 53 20537 1012
2000-04-17 01:03:57 7 14190 5124 20372 0 0 29 39 20427 1037
2000-04-17 01:13:57 7 14190 5124 20273 0 0 29 36 20372 1061
2000-04-17 01:23:57 7 14190 5124 20218 0 0 29 34 20328 1083
2000-04-17 01:33:57 7 14190 5124 20163 0 0 29 34 20273 1101
2000-04-17 01:43:57 7 14190 5124 20053 0 0 29 34 20163 1115
2000-04-17 01:53:57 7 14190 5124 20163 0 0 29 33 20218 1127
2000-04-17 02:03:57 7 14190 5124 20053 0 0 29 33 20163 1138
2000-04-17 02:13:57 7 14190 5124 20108 0 0 29 33 20218 1145
2000-04-17 02:23:57 7 14190 5124 20108 0 0 29 33 20218 1149
2000-04-17 02:33:57 7 14190 5124 20163 0 0 29 33 20218 1153
2000-04-17 02:43:57 7 14190 5124 19998 0 0 29 33 20053 1155
2000-04-17 02:53:57 7 14190 5124 20053 0 0 29 33 20163 1152
2000-04-17 03:03:57 7 14245 5124 20053 0 0 28 33 20163 1146
2000-04-17 03:13:57 7 14245 5124 19943 0 0 29 33 20053 1141
2000-04-17 03:23:57 7 14245 5124 19998 0 0 29 33 20108 1131
2000-04-17 03:33:57 7 14245 5124 19943 0 0 28 33 20053 1119
2000-04-17 03:43:57 7 14245 5124 19844 0 0 29 33 19943 1106
2000-04-17 03:53:57 7 14135 4941 19459 0 651 29 238 20053 1085
2000-04-17 04:03:57 7 14091 4819 19195 0 1002 29 350 20053 1067
2000-04-17 04:13:57 7 14091 4819 19250 0 994 29 358 20163 1043
2000-04-17 04:23:57 7 14091 4819 19140 0 986 29 396 20163 1021
2000-04-17 04:33:57 7 14091 4819 19360 0 978 29 341 20218 992
2000-04-17 04:43:57 7 14091 4819 19305 0 970 29 335 20218 965
2000-04-17 04:53:57 7 14091 4819 19305 -1 965 29 372 20328 933
2000-04-17 05:03:57 7 14091 4819 19459 0 945 29 353 20372 900
2000-04-17 05:13:57 7 14091 4819 19459 0 918 29 338 20427 863
2000-04-17 05:23:57 7 14091 4819 19569 0 891 28 309 20482 826
2000-04-17 05:33:57 7 14091 4819 19514 0 863 29 319 20592 784
2000-04-17 05:43:57 7 14091 4819 19569 0 807 29 282 20482 741
2000-04-17 05:53:57 7 14091 4819 19789 0 601 29 238 20537 696
2000-04-17 06:03:57 7 14091 4819 19514 0 683 29 258 20482 650
2000-04-17 06:13:57 7 14091 4819 19624 0 555 29 219 20482 601
2000-04-17 06:23:57 7 14091 4880 19569 0 523 29 212 20482 549
2000-04-17 06:33:57 7 14091 4880 19569 0 412 29 190 20482 493
2000-04-17 06:43:57 7 14036 4880 17952 0 396 29 171 19734 327
2000-04-17 06:53:57 7 13607 4880 14190 0 50 28 33 17688 38
2000-04-17 07:03:57 7 13497 4880 14135 0 6 28 30 17853 34
2000-04-17 07:13:57 7 13387 4880 13981 0 6 27 27 17853 31
2000-04-17 07:23:57 7 13277 4880 13926 0 6 27 24 17688 28
2000-04-17 07:33:57 7 13222 4880 13761 0 6 29 21 17468 24
2000-04-17 07:43:57 7 13167 4880 13706 0 6 28 17 17149 19
2000-04-17 07:53:57 7 13123 4880 13552 0 33 29 11 16500 14
2000-04-17 08:03:57 7 13123 4880 13123 0 6 28 5 14784 8
2000-04-17 08:13:57 7 13068 4880 11561 0 165 28 3 11022 4
2000-04-17 08:23:57 7 13068 4880 4037 0 56 28 1 2959 2
2000-04-17 08:33:57 7 13068 5002 429 0 7 28 0 319 0
2000-04-17 08:43:57 7 13068 5063 0 0 0 28 0 0 0
2000-04-17 08:53:57 7 13068 5063 0 0 0 28 0 0 0
2000-04-17 09:03:57 7 13123 5063 0 0 0 28 0 0 0
2000-04-17 09:13:57 7 13123 5063 0 0 0 28 0 0 0
2000-04-17 09:23:57 7 13123 5063 0 0 0 28 0 0 0
2000-04-17 09:33:57 7 13123 5063 0 0 0 28 0 0 0
2000-04-17 09:43:57 7 13123 5063 0 0 0 28 0 0 0
2000-04-17 09:53:57 7 12958 5063 0 166 47 28 0 0 0
2000-04-17 10:03:57 7 12903 5063 0 269 0 28 0 0 0
2000-04-17 10:13:57 7 12903 5063 0 268 0 28 0 0 0
2000-04-17 10:23:57 7 12903 5063 0 267 0 28 0 0 0
2000-04-17 10:33:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 10:43:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 10:53:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 11:03:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 11:13:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 11:23:57 7 12903 5063 0 266 0 28 0 0 0
2000-04-17 11:33:57 7 12903 5063 0 268 0 28 0 0 0
2000-04-17 11:43:57 7 12903 5063 0 267 0 28 0 0 0
2000-04-17 11:53:57 7 12903 5063 0 268 0 27 0 0 0
2000-04-17 12:03:57 7 13068 5124 0 31 0 27 0 0 0
2000-04-17 12:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 12:23:57 7 13123 5124 0 0 0 27 0 0 0
2000-04-17 12:33:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 12:43:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 12:53:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:03:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:23:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:33:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:43:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 13:53:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 14:03:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 14:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 14:23:57 7 13123 5124 0 0 0 29 0 0 0
2000-04-17 14:33:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 14:43:57 7 13123 5124 0 0 0 27 0 0 0
2000-04-17 14:53:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 15:03:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 15:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 15:23:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 15:33:57 7 13123 5124 0 0 0 27 0 0 0
2000-04-17 15:43:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 15:53:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 16:03:57 7 13123 5124 0 0 0 27 0 0 0
2000-04-17 16:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 16:23:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 16:33:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 16:43:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 16:53:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 17:03:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 17:13:57 7 13123 5124 0 0 0 28 0 0 0
2000-04-17 17:23:57 7 13123 5124 0 0 0 28 0 0 0
