corrected_timestamp,date,time,v_led_1,v_usb,v_pv,c_led,c_usb,c_dl,c_pv,voc,isc,time_step_min
2023-04-25 17:41:18,2000-03-19,08:13:57,13.013,4.88,13.068,0.0,0.472,0.025,0.006,15.059,0.008,0.0
2023-04-25 17:51:18,2000-03-19,08:23:57,13.013,4.88,12.045,0.0,0.457,0.029,0.003,11.77,0.004,0.01
2023-04-25 18:01:18,2000-03-19,08:33:57,13.013,4.88,4.95,0.0,0.446,0.028,0.001,3.817,0.002,0.01
2023-04-25 18:11:18,2000-03-19,08:43:57,13.013,4.88,0.484,0.0,0.435,0.028,0.0,0.374,0.0,0.01
2023-04-25 18:21:18,2000-03-19,08:53:57,13.013,4.88,0.055,0.0,0.387,0.027,0.0,0.055,0.0,0.01
2023-04-25 18:31:18,2000-03-19,09:03:57,13.068,4.941,0.0,0.0,0.183,0.028,0.0,0.0,0.0,0.01
2023-04-25 18:41:18,2000-03-19,09:13:57,13.068,5.002,0.0,0.0,0.134,0.027,0.0,0.0,0.0,0.01
2023-04-25 18:51:18,2000-03-19,09:23:57,13.123,5.002,0.0,0.0,0.064,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:01:18,2000-03-19,09:33:57,13.123,5.002,0.0,0.0,0.092,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:11:18,2000-03-19,09:43:57,13.068,5.063,0.0,0.097,0.007,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:21:18,2000-03-19,09:53:57,12.958,5.063,0.0,0.265,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:31:18,2000-03-19,10:03:57,12.958,5.063,0.0,0.28,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:41:18,2000-03-19,10:13:57,12.958,5.063,0.0,0.262,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 19:51:18,2000-03-19,10:23:57,12.958,5.063,0.0,0.263,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-25 20:01:18,2000-03-19,10:33:57,12.958,5.063,0.0,0.263,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-25 20:11:18,2000-03-19,10:43:57,12.958,5.063,0.0,0.263,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 20:21:18,2000-03-19,10:53:57,12.958,5.063,0.0,0.262,0.0,0.027,0.0,0.0,0.0,0.01
2023-04-25 20:31:18,2000-03-19,11:03:57,13.013,5.124,0.0,0.179,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 20:41:18,2000-03-19,11:13:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 20:51:18,2000-03-19,11:23:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 21:01:18,2000-03-19,11:33:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 21:11:18,2000-03-19,11:43:57,13.123,5.124,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.01
2023-04-25 21:21:18,2000-03-19,11:53:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 21:31:18,2000-03-19,12:03:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 21:41:18,2000-03-19,12:13:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 21:51:18,2000-03-19,12:23:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 22:01:18,2000-03-19,12:33:57,13.123,5.124,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.01
2023-04-25 22:11:18,2000-03-19,12:43:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 22:21:18,2000-03-19,12:53:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 22:31:18,2000-03-19,13:03:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 22:41:18,2000-03-19,13:13:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 22:51:18,2000-03-19,13:23:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 23:01:18,2000-03-19,13:33:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 23:11:18,2000-03-19,13:43:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 23:21:18,2000-03-19,13:53:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 23:31:18,2000-03-19,14:03:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
2023-04-25 23:41:18,2000-03-19,14:13:57,13.123,5.124,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.01
