corrected_timestamp,date,time,v_led_1,v_usb,v_pv,c_led,c_usb,c_dl,c_pv,voc,isc,time_step_min
2023-04-26 14:24:57,2023-04-26,19:12:57,0,0,0,0,0,0,0,0,0,0
2023-04-26 14:41:35,2023-04-26,19:29:35,13.442,5.246,14.674,-0.002,-0.001,0.031,0.354,19.459,0.43,0.0166333333333333
2023-04-26 14:51:35,2023-04-26,19:39:35,13.552,5.246,14.894,-0.002,-0.001,0.033,0.325,19.459,0.407,0.01
2023-04-26 15:01:35,2023-04-26,19:49:35,13.552,5.246,14.729,-0.002,-0.001,0.034,0.319,19.514,0.384,0.01
2023-04-26 15:11:35,2023-04-26,19:59:35,13.607,5.246,14.729,-0.002,-0.001,0.033,0.3,19.459,0.36,0.01
2023-04-26 15:21:35,2023-04-26,20:09:35,13.651,5.246,14.784,-0.002,-0.001,0.033,0.277,19.459,0.332,0.01
2023-04-26 15:31:35,2023-04-26,20:19:35,,,,,,,,,,0.01
2023-04-26 15:41:35,2023-04-26,20:29:35,,,,,,,,,,0.01
2023-04-26 15:51:35,2023-04-26,20:39:35,,,,,,,,,,0.01
2023-04-26 16:01:35,2023-04-26,20:49:35,,,,,,,,,,0.01
2023-04-26 16:14:29,2023-04-26,21:02:29,0,0,0,0,0,0,0,0,0,0.0129
2023-04-26 16:31:07,2023-04-26,21:19:07,13.068,4.88,14.3,0.223,0.235,0.031,0.049,19.943,0.051,0.0166333333333333
2023-04-26 16:41:07,2023-04-26,21:29:07,13.123,5.063,14.036,0.066,0.087,0.033,0.041,18.711,0.043,0.01
2023-04-26 16:51:07,2023-04-26,21:39:07,13.167,5.185,15.213,0.017,-0.001,0.033,0.026,18.392,0.038,0.01
2023-04-26 17:01:07,2023-04-26,21:49:07,13.167,5.185,13.871,0.005,-0.001,0.033,0.03,18.172,0.033,0.01
2023-04-26 17:11:07,2023-04-26,21:59:07,13.167,5.185,13.816,-0.002,-0.001,0.034,0.025,18.007,0.028,0.01
2023-04-26 17:21:07,2023-04-26,22:09:07,13.167,5.185,13.761,-0.002,-0.001,0.033,0.02,17.633,0.022,0.01
2023-04-26 17:31:07,2023-04-26,22:19:07,13.167,5.185,13.651,-0.002,-0.001,0.034,0.013,16.94,0.016,0.01
