corrected_timestamp,date,time,v_led_1,v_usb,v_pv,c_led,c_usb,c_dl,c_pv,voc,isc,time_step_min
2023-04-26 17:33:27,2000-01-01,00:16:39,14.355,5.002,0.0,0.124,0.025,0.023,0.0,0.0,0.0,0.0
2023-04-26 17:43:27,2000-01-01,00:26:39,13.387,5.002,0.0,0.286,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 17:53:27,2000-01-01,00:36:39,13.332,5.002,0.0,0.127,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:03:27,2000-01-01,00:46:39,13.442,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:13:27,2000-01-01,00:56:39,13.442,5.002,0.0,0.006,0.0,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:23:27,2000-01-01,01:06:39,13.387,5.002,0.0,0.052,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:33:27,2000-01-01,01:16:39,13.387,5.002,0.0,0.021,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:43:27,2000-01-01,01:26:39,13.387,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 18:53:27,2000-01-01,01:36:39,13.387,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:03:27,2000-01-01,01:46:39,13.387,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:13:27,2000-01-01,01:56:39,13.387,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:23:27,2000-01-01,02:06:39,13.387,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:33:27,2000-01-01,02:16:39,13.387,5.002,0.0,0.059,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:43:27,2000-01-01,02:26:39,13.277,5.002,0.0,0.163,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 19:53:27,2000-01-01,02:36:39,13.277,5.002,0.0,0.264,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:03:27,2000-01-01,02:46:39,13.277,5.002,0.0,0.223,0.0,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:13:27,2000-01-01,02:56:39,13.277,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:23:27,2000-01-01,03:06:39,13.277,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:33:27,2000-01-01,03:16:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:43:27,2000-01-01,03:26:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 20:53:27,2000-01-01,03:36:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:03:27,2000-01-01,03:46:39,13.222,5.002,0.0,0.254,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:13:27,2000-01-01,03:56:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:23:27,2000-01-01,04:06:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:33:27,2000-01-01,04:16:39,13.222,5.002,0.0,0.223,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:43:27,2000-01-01,04:26:39,13.222,4.941,0.0,0.175,0.249,0.025,0.0,0.0,0.0,0.01
2023-04-26 21:53:27,2000-01-01,04:36:39,13.167,4.88,0.0,-0.001,1.006,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:03:27,2000-01-01,04:46:39,13.167,4.88,0.0,-0.001,0.985,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:13:27,2000-01-01,04:56:39,13.167,4.88,0.0,-0.001,0.962,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:23:27,2000-01-01,05:06:39,13.167,4.88,0.0,0.0,0.906,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:33:27,2000-01-01,05:16:39,13.167,4.88,0.0,-0.001,0.866,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:43:27,2000-01-01,05:26:39,13.222,4.88,0.0,-0.001,0.808,0.025,0.0,0.0,0.0,0.01
2023-04-26 22:53:27,2000-01-01,05:36:39,13.222,4.88,0.0,-0.001,0.811,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:03:27,2000-01-01,05:46:39,13.222,4.88,0.0,-0.001,0.799,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:13:27,2000-01-01,05:56:39,13.222,4.88,0.0,-0.001,0.762,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:23:27,2000-01-01,06:06:39,13.222,4.88,0.0,-0.001,0.737,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:33:27,2000-01-01,06:16:39,13.222,4.88,0.0,-0.001,0.74,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:43:27,2000-01-01,06:26:39,13.222,4.88,0.0,-0.001,0.728,0.025,0.0,0.0,0.0,0.01
2023-04-26 23:53:27,2000-01-01,06:36:39,13.222,4.88,0.0,-0.001,0.704,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:03:27,2000-01-01,06:46:39,13.222,4.941,0.0,-0.001,0.664,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:13:27,2000-01-01,06:56:39,13.222,4.941,0.0,-0.001,0.684,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:23:27,2000-01-01,07:06:39,13.222,4.941,0.0,-0.001,0.677,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:33:27,2000-01-01,07:16:39,13.222,4.941,0.0,0.0,0.657,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:43:27,2000-01-01,07:26:39,13.222,4.941,0.0,-0.001,0.635,0.025,0.0,0.0,0.0,0.01
2023-04-27 00:53:27,2000-01-01,07:36:39,13.222,4.941,0.0,-0.001,0.606,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:03:27,2000-01-01,07:46:39,13.222,4.941,0.0,-0.001,0.505,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:13:27,2000-01-01,07:56:39,13.277,4.941,0.0,-0.001,0.408,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:23:27,2000-01-01,08:06:39,13.277,4.941,0.0,-0.001,0.359,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:33:27,2000-01-01,08:16:39,13.277,4.941,0.0,-0.001,0.301,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:43:27,2000-01-01,08:26:39,13.277,4.941,0.0,-0.001,0.25,0.025,0.0,0.0,0.0,0.01
2023-04-27 01:53:27,2000-01-01,08:36:39,13.277,4.941,0.0,-0.001,0.134,0.025,0.0,0.0,0.0,0.01
2023-04-27 02:03:27,2000-01-01,08:46:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 02:13:27,2000-01-01,08:56:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 02:23:27,2000-01-01,09:06:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 02:33:27,2000-01-01,09:16:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 02:43:27,2000-01-01,09:26:39,13.332,5.002,0.0,-0.001,0.001,0.024,0.0,0.0,0.0,0.01
2023-04-27 02:53:27,2000-01-01,09:36:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 03:03:27,2000-01-01,09:46:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 03:13:27,2000-01-01,09:56:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 03:23:27,2000-01-01,10:06:39,13.332,5.002,0.0,-0.001,0.001,0.026,0.0,0.0,0.0,0.01
2023-04-27 03:33:27,2000-01-01,10:16:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 03:43:27,2000-01-01,10:26:39,13.332,5.002,0.0,-0.001,0.089,0.025,0.0,0.0,0.0,0.01
2023-04-27 03:53:27,2000-01-01,10:36:39,13.277,4.941,0.0,-0.001,0.186,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:03:27,2000-01-01,10:46:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:13:27,2000-01-01,10:56:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:23:27,2000-01-01,11:06:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:33:27,2000-01-01,11:16:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:43:27,2000-01-01,11:26:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 04:53:27,2000-01-01,11:36:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:03:27,2000-01-01,11:46:39,13.277,4.941,0.0,-0.001,0.159,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:13:27,2000-01-01,11:56:39,13.332,5.002,0.0,-0.001,0.007,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:23:27,2000-01-01,12:06:39,13.277,4.941,0.0,-0.001,0.162,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:33:27,2000-01-01,12:16:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:43:27,2000-01-01,12:26:39,13.332,5.002,0.0,-0.002,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 05:53:27,2000-01-01,12:36:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:03:27,2000-01-01,12:46:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:13:27,2000-01-01,12:56:39,13.332,5.002,0.0,-0.001,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:23:27,2000-01-01,13:06:39,13.167,5.002,0.0,0.203,0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:33:27,2000-01-01,13:16:39,13.068,4.941,0.0,0.235,0.161,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:43:27,2000-01-01,13:26:39,13.123,5.002,0.0,0.234,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 06:53:27,2000-01-01,13:36:39,13.123,5.002,0.0,0.233,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:03:27,2000-01-01,13:46:39,13.123,5.002,0.0,0.187,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:13:27,2000-01-01,13:56:39,13.222,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:23:27,2000-01-01,14:06:39,13.222,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:33:27,2000-01-01,14:16:39,13.277,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:43:27,2000-01-01,14:26:39,13.277,5.002,0.0,-0.002,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 07:53:27,2000-01-01,14:36:39,13.277,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 08:03:27,2000-01-01,14:46:39,13.277,5.002,0.0,-0.001,-0.001,0.025,0.0,0.0,0.0,0.01
2023-04-27 08:13:27,2000-01-01,14:56:39,13.332,5.002,0.0,-0.001,-0.002,0.025,0.002,0.0,0.002,0.01
2023-04-27 08:23:27,2000-01-01,15:06:39,13.387,5.002,0.0,-0.001,-0.003,0.025,0.001,0.0,0.002,0.01
2023-04-27 08:33:27,2000-01-01,15:16:39,13.442,5.002,0.0,-0.001,-0.003,0.025,0.001,0.0,0.001,0.01
2023-04-27 08:43:27,2000-01-01,15:26:39,13.497,5.002,0.0,-0.001,-0.002,0.025,0.001,0.0,0.001,0.01
2023-04-27 08:53:27,2000-01-01,15:36:39,13.552,5.002,0.0,-0.001,-0.003,0.025,0.002,0.0,0.002,0.01
2023-04-27 09:03:27,2000-01-01,15:46:39,13.607,5.002,0.0,-0.001,-0.003,0.025,0.002,0.0,0.002,0.01
2023-04-27 09:13:27,2000-01-01,15:56:39,13.651,5.002,0.0,-0.002,-0.003,0.025,0.002,0.0,0.003,0.01
2023-04-27 09:23:27,2000-01-01,16:06:39,13.651,5.002,0.0,-0.001,-0.003,0.025,0.002,0.0,0.002,0.01
2023-04-27 09:33:27,2000-01-01,16:16:39,13.706,5.002,5.005,-0.002,-0.003,0.025,0.125,6.556,0.151,0.01
2023-04-27 09:43:27,2000-01-01,16:26:39,13.761,5.002,15.697,-0.002,-0.003,0.026,0.536,21.824,0.546,0.01
2023-04-27 09:53:27,2000-01-01,16:36:39,13.761,5.002,15.697,-0.002,-0.003,0.026,0.58,21.769,0.59,0.01
2023-04-27 10:03:27,2000-01-01,16:46:39,13.761,5.002,15.642,-0.002,-0.003,0.026,0.631,21.615,0.607,0.01
2023-04-27 10:13:27,2000-01-01,16:56:39,13.761,5.002,15.543,-0.002,-0.003,0.025,0.642,21.67,0.69,0.01
2023-04-27 10:23:27,2000-01-01,17:06:39,13.761,5.002,15.433,-0.002,-0.003,0.025,0.602,21.285,0.562,0.01
2023-04-27 10:33:27,2000-01-01,17:16:39,13.651,5.002,15.158,-0.002,-0.003,0.026,0.434,21.131,0.451,0.01
2023-04-27 10:43:27,2000-01-01,17:26:39,13.706,5.002,15.158,-0.002,-0.003,0.026,0.512,21.34,0.511,0.01
2023-04-27 10:53:27,2000-01-01,17:36:39,13.871,5.002,15.642,-0.002,-0.003,0.026,0.874,21.615,0.892,0.01
2023-04-27 11:03:27,2000-01-01,17:46:39,13.871,5.002,15.488,-0.003,-0.003,0.025,0.898,21.34,0.883,0.01
2023-04-27 11:13:27,2000-01-01,17:56:39,13.926,5.002,15.433,-0.003,-0.003,0.026,0.914,21.34,0.928,0.01
2023-04-27 11:23:27,2000-01-01,18:06:39,13.926,5.002,15.587,-0.002,-0.003,0.025,0.992,21.34,1.013,0.01
2023-04-27 11:33:27,2000-01-01,18:16:39,13.981,5.002,15.642,-0.002,-0.003,0.026,1.021,21.34,1.043,0.01
2023-04-27 11:43:27,2000-01-01,18:26:39,13.981,5.002,15.543,-0.002,-0.003,0.026,1.052,21.241,1.075,0.01
2023-04-27 11:53:27,2000-01-01,18:36:39,14.036,5.002,15.543,-0.002,-0.003,0.025,1.09,21.241,1.115,0.01
2023-04-27 12:03:27,2000-01-01,18:46:39,14.135,5.002,15.587,-0.003,-0.003,0.025,1.122,21.285,1.148,0.01
2023-04-27 12:13:27,2000-01-01,18:56:39,14.3,5.002,16.236,-0.002,-0.003,0.025,1.09,21.395,1.156,0.01
2023-04-27 12:23:27,2000-01-01,19:06:39,14.465,5.002,20.053,-0.002,-0.003,0.026,0.46,21.285,1.191,0.01
2023-04-27 12:33:27,2000-01-01,19:16:39,14.465,5.002,20.647,-0.002,-0.003,0.026,0.165,20.966,1.223,0.01
2023-04-27 12:43:27,2000-01-01,19:26:39,14.465,5.002,20.647,-0.002,-0.003,0.026,0.103,20.966,1.232,0.01
2023-04-27 12:53:27,2000-01-01,19:36:39,14.465,5.002,20.801,-0.002,-0.003,0.026,0.083,20.966,1.248,0.01
2023-04-27 13:03:27,2000-01-01,19:46:39,14.465,5.002,20.801,-0.002,-0.003,0.026,0.074,20.966,1.231,0.01
2023-04-27 13:13:27,2000-01-01,19:56:39,14.465,5.002,20.856,-0.002,-0.003,0.026,0.068,20.966,1.246,0.01
2023-04-27 13:23:27,2000-01-01,20:06:39,14.465,5.002,20.647,-0.002,-0.003,0.026,0.064,20.801,1.269,0.01
2023-04-27 13:33:27,2000-01-01,20:16:39,14.465,5.002,20.592,-0.002,-0.003,0.026,0.061,20.757,1.254,0.01
2023-04-27 13:43:27,2000-01-01,20:26:39,14.465,5.002,20.647,-0.002,-0.003,0.026,0.058,20.757,1.103,0.01
2023-04-27 13:53:27,2000-01-01,20:36:39,14.465,5.002,19.844,-0.002,-0.003,0.026,0.06,20.273,0.694,0.01
2023-04-27 14:03:27,2000-01-01,20:46:39,14.465,5.002,20.911,-0.003,-0.003,0.026,0.057,21.021,0.85,0.01
2023-04-27 14:13:27,2000-01-01,20:56:39,14.465,5.002,20.592,-0.002,-0.003,0.026,0.057,20.757,0.827,0.01
2023-04-27 14:23:27,2000-01-01,21:06:39,14.465,5.002,20.427,-0.002,-0.003,0.026,0.057,20.702,0.626,0.01
2023-04-27 14:33:27,2000-01-01,21:16:39,14.465,5.002,21.241,-0.002,-0.003,0.026,0.055,21.34,1.122,0.01
2023-04-27 14:43:27,2000-01-01,21:26:39,14.465,5.002,18.711,-0.002,-0.003,0.026,0.059,19.459,0.311,0.01
2023-04-27 14:53:27,2000-01-01,21:36:39,14.465,5.002,20.537,-0.002,-0.003,0.026,0.054,21.131,0.6,0.01
2023-04-27 15:03:27,2000-01-01,21:46:39,14.465,5.002,20.372,-0.002,-0.003,0.026,0.056,20.702,0.768,0.01
2023-04-27 15:13:27,2000-01-01,21:56:39,14.465,5.002,21.076,-0.002,-0.003,0.026,0.053,21.34,1.042,0.01
2023-04-27 15:23:27,2000-01-01,22:06:39,14.465,5.002,19.569,-0.002,-0.003,0.026,0.056,20.108,0.435,0.01
2023-04-27 15:33:27,2000-01-01,22:16:39,14.465,5.002,21.241,-0.002,-0.003,0.027,0.053,21.34,0.888,0.01
2023-04-27 15:43:27,2000-01-01,22:26:39,14.52,5.002,20.856,-0.002,-0.003,0.026,0.053,21.076,0.938,0.01
2023-04-27 15:53:27,2000-01-01,22:36:39,14.465,5.002,20.911,-0.002,-0.002,0.026,0.053,21.076,0.892,0.01
2023-04-27 16:03:27,2000-01-01,22:46:39,14.52,5.002,21.021,-0.001,-0.001,0.026,0.054,21.186,0.852,0.01
2023-04-27 16:13:27,2000-01-01,22:56:39,14.52,5.002,20.911,-0.001,-0.001,0.026,0.054,21.076,0.805,0.01
