Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-06-26 00:01:12 22 14410 0 19734 0 0 29 33 20218 121
2000-06-26 00:11:12 22 14410 0 20537 0 0 26 32 20856 202
2000-06-26 00:21:12 22 14410 0 21021 0 0 26 31 21186 301
2000-06-26 00:31:12 22 14410 0 20757 0 1 30 32 20911 260
2000-06-26 00:41:12 22 14410 0 20801 0 0 27 32 21076 272
2000-06-26 00:51:12 22 14410 0 21021 0 0 26 31 21186 309
2000-06-26 01:01:12 22 14410 0 21285 0 0 26 31 21395 394
2000-06-26 01:11:12 22 14410 0 21021 0 0 26 31 21186 324
2000-06-26 01:21:12 22 14410 0 20702 0 0 26 32 20911 230
2000-06-26 01:31:12 22 14410 0 20537 0 0 26 31 20801 191
2000-06-26 01:41:12 22 14355 0 19734 0 0 26 77 20647 166
2000-06-26 01:51:12 22 14410 0 20328 0 0 26 42 20757 189
2000-06-26 02:01:12 22 14410 0 20537 0 0 26 32 20801 193
2000-06-26 02:11:12 22 14410 0 19888 0 0 26 32 20273 134
2000-06-26 02:21:12 22 14410 0 17314 0 0 26 34 19085 54
2000-06-26 02:31:12 22 14355 0 15268 0 0 27 35 18766 42
2000-06-26 02:41:12 22 14135 0 14839 0 0 28 25 18227 31
2000-06-26 02:51:12 22 13761 0 14520 0 0 28 30 18546 36
2000-06-26 03:01:12 22 13497 0 14190 0 0 27 24 18117 28
2000-06-26 03:11:12 22 13332 0 13981 1 1 30 13 16940 18
2000-06-26 03:21:12 22 13277 0 13387 0 0 29 6 15488 10
2000-06-26 03:31:12 22 13222 0 13167 0 0 26 4 13871 7
2000-06-26 03:41:12 22 13068 0 12364 223 0 26 3 12199 5
2000-06-26 03:51:12 22 13013 0 9570 226 0 26 2 8866 3
2000-06-26 04:01:12 22 12958 0 5269 326 0 25 1 4246 3
2000-06-26 04:11:12 22 12903 0 1397 396 0 26 0 968 0
2000-06-26 04:21:12 22 12903 0 110 396 0 27 0 55 0
2000-06-26 04:31:12 22 12848 0 0 396 0 26 0 0 0
2000-06-26 04:41:12 22 13068 0 0 203 0 28 0 0 0
2000-06-26 04:51:12 22 13123 0 0 163 0 27 0 0 0
2000-06-26 05:01:12 22 13123 0 0 163 1 30 0 0 0
2000-06-26 05:11:12 22 13123 0 0 164 0 29 0 0 0
2000-06-26 05:21:12 22 13123 0 0 164 0 29 0 0 0
2000-06-26 05:31:12 22 13123 0 0 164 0 30 0 0 0
2000-06-26 05:41:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 05:51:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 06:01:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 06:11:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 06:21:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 06:31:12 22 13123 0 0 164 0 26 0 0 0
2000-06-26 06:41:12 22 13123 0 0 164 0 28 0 0 0
2000-06-26 06:51:12 22 13167 0 0 107 0 26 0 0 0
2000-06-26 07:01:12 22 13277 0 0 0 0 27 0 0 0
2000-06-26 07:11:12 22 13277 0 0 0 0 27 0 0 0
2000-06-26 07:21:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 07:31:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 07:41:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 07:51:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:01:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:11:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:21:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:31:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:41:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 08:51:12 22 13277 0 0 0 0 26 0 0 0
2000-06-26 09:01:12 22 13277 0 0 0 0 27 0 0 0
2000-06-26 09:11:12 22 13277 0 0 0 0 27 0 0 0
