Time ID V1 V2 V3 I1 I2 I3 I4 O1 O2
2000-05-13 00:02:04 22 14300 0 20647 0 0 27 186 21076 1140
2000-05-13 00:12:04 22 14300 0 20537 0 0 28 183 21021 1040
2000-05-13 00:22:04 22 14300 0 20482 0 0 28 179 20911 931
2000-05-13 00:32:04 22 14300 0 20647 0 0 28 179 21131 833
2000-05-13 00:42:04 22 14300 0 20757 0 0 28 185 21241 907
2000-05-13 00:52:04 22 14300 0 20856 0 0 28 180 21340 876
2000-05-13 01:02:04 22 14300 0 20801 0 0 27 184 21285 809
2000-05-13 01:12:04 22 14300 0 20702 0 0 28 177 21285 705
2000-05-13 01:22:04 22 14300 0 20372 0 0 27 189 21186 516
2000-05-13 01:32:04 22 14300 0 20702 0 0 28 180 21395 608
2000-05-13 01:42:04 22 14300 0 20647 0 0 28 181 21340 436
2000-05-13 01:52:04 22 14190 0 17369 0 0 27 183 21285 263
2000-05-13 02:02:04 22 13706 0 15697 0 0 28 153 20966 164
2000-05-13 02:12:04 22 13387 0 15323 0 0 28 157 20856 166
2000-05-13 02:22:04 22 13277 0 15059 0 0 28 135 20482 144
2000-05-13 02:32:04 22 13332 0 15158 0 0 28 116 20372 128
2000-05-13 02:42:04 22 13387 0 15059 0 0 26 120 20273 128
2000-05-13 02:52:04 22 13442 0 14674 0 0 27 102 20053 106
2000-05-13 03:02:04 22 13442 0 14619 0 0 27 72 19679 76
2000-05-13 03:12:04 22 13442 0 14465 0 0 28 54 19305 57
2000-05-13 03:22:04 22 13277 0 14091 0 0 26 31 18436 33
2000-05-13 03:32:04 22 13123 0 13816 0 0 28 18 17523 21
2000-05-13 03:42:04 22 13123 0 13332 0 0 28 7 15004 10
2000-05-13 03:52:04 22 13222 0 11022 0 0 28 2 10483 4
2000-05-13 04:02:04 22 13068 0 4301 111 0 28 0 3333 2
2000-05-13 04:12:04 22 13013 0 429 165 0 28 0 319 0
2000-05-13 04:22:04 22 13068 0 55 165 0 29 0 0 0
2000-05-13 04:32:04 22 13068 0 0 165 0 28 0 0 0
2000-05-13 04:42:04 22 13013 0 0 251 0 28 0 0 0
2000-05-13 04:52:04 22 12903 0 0 397 0 28 0 0 0
2000-05-13 05:02:04 22 12903 0 0 396 0 28 0 0 0
2000-05-13 05:12:04 22 12903 0 0 397 0 28 0 0 0
2000-05-13 05:22:04 22 12958 0 0 394 0 28 0 0 0
2000-05-13 05:32:04 22 12958 0 0 394 0 27 0 0 0
2000-05-13 05:42:04 22 13013 0 0 394 0 27 0 0 0
2000-05-13 05:52:04 22 13013 0 0 393 0 28 0 0 0
2000-05-13 06:02:04 22 13013 0 0 393 0 27 0 0 0
2000-05-13 06:12:04 22 13013 0 0 394 0 27 0 0 0
2000-05-13 06:22:04 22 13013 0 0 394 0 28 0 0 0
2000-05-13 06:32:04 22 13013 0 0 394 0 27 0 0 0
2000-05-13 06:42:04 22 13123 0 0 225 0 28 0 0 0
2000-05-13 06:52:04 22 13123 0 0 225 0 28 0 0 0
2000-05-13 07:02:04 22 13123 0 0 225 0 26 0 0 0
2000-05-13 07:12:04 22 13123 0 0 225 0 28 0 0 0
2000-05-13 07:22:04 22 13123 0 0 184 0 27 0 0 0
2000-05-13 07:32:04 22 13222 0 0 0 0 28 0 0 0
2000-05-13 07:42:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 07:52:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 08:02:04 22 13277 0 0 0 0 26 0 0 0
2000-05-13 08:12:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 08:22:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 08:32:04 22 13277 0 0 0 0 26 0 0 0
2000-05-13 08:42:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 08:52:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 09:02:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 09:12:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 09:22:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 09:32:04 22 13277 0 0 0 0 26 0 0 0
2000-05-13 09:42:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 09:52:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 10:02:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 10:12:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 10:22:04 22 13277 0 0 0 0 26 0 0 0
2000-05-13 10:32:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 10:42:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 10:52:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 11:02:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 11:12:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 11:22:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 11:32:04 22 13277 0 0 0 0 26 0 0 0
2000-05-13 11:42:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 11:52:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 12:02:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 12:12:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 12:22:04 22 13277 0 0 0 0 28 0 0 0
2000-05-13 12:32:04 22 13277 0 0 0 0 27 0 0 0
2000-05-13 12:42:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 12:52:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 13:02:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 13:12:04 22 13222 0 0 0 0 26 0 0 0
2000-05-13 13:22:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 13:32:04 22 13222 0 0 0 0 26 0 0 0
2000-05-13 13:42:04 22 13222 0 0 0 0 28 0 0 0
2000-05-13 13:52:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 14:02:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 14:12:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 14:22:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 14:32:04 22 13222 0 0 0 0 26 0 0 0
2000-05-13 14:42:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 14:52:04 22 13222 0 0 0 0 27 0 0 0
2000-05-13 15:02:04 22 13222 0 0 0 0 27 0 0 0
