summer_t1_kWh,summer_t2_kWh,summer_shelter_t1_kWh,summer_shelter_t2_kWh,summer_nutrition_t1_kWh,summer_nutrition_t2_kWh,summer_hygiene_t2_kWh,summer_ICT_t1_kWh,summer_ICT_t2_kWh,fall_t1_kWh,fall_t2_kWh,fall_shelter_t1_kWh,fall_shelter_t2_kWh,fall_nutrition_t1_kWh,fall_nutrition_t2_kWh,fall_hygiene_t2_kWh,fall_ICT_t1_kWh,fall_ICT_t2_kWh,winter_t1_kWh,winter_t2_kWh,winter_shelter_t1_kWh,winter_shelter_t2_kWh,winter_nutrition_t1_kWh,winter_nutrition_t2_kWh,winter_hygiene_t2_kWh,winter_ICT_t1_kWh,winter_ICT_t2_kWh,spring_t1_kWh,spring_t2_kWh,spring_shelter_t1_kWh,spring_shelter_t2_kWh,spring_nutrition_t1_kWh,spring_nutrition_t2_kWh,spring_hygiene_t2_kWh,spring_ICT_t1_kWh,spring_ICT_t2_kWh
289.32725916666664,576.6529245972539,42.6931035,14.730886816666667,192.76017639999998,192.76017639999998,326.8430621850343,62.9369705,24.001333866666663,311.7791106,543.4529515356139,59.95014266666666,13.950286733333332,191.84613276666664,191.84613276666664,327.20602650912815,62.9369705,24.001333866666663,311.7791106,543.4529515356139,59.95014266666666,13.950286733333332,191.84613276666664,191.84613276666664,327.20602650912815,62.9369705,24.001333866666663,289.32725916666664,576.6529245972539,42.6931035,14.730886816666667,192.76017639999998,192.76017639999998,326.8430621850343,62.9369705,24.001333866666663
