summer_t1_kWh,summer_t2_kWh,summer_shelter_t1_kWh,summer_shelter_t2_kWh,summer_nutrition_t1_kWh,summer_nutrition_t2_kWh,summer_hygiene_t2_kWh,summer_ICT_t1_kWh,summer_ICT_t2_kWh,fall_t1_kWh,fall_t2_kWh,fall_shelter_t1_kWh,fall_shelter_t2_kWh,fall_nutrition_t1_kWh,fall_nutrition_t2_kWh,fall_hygiene_t2_kWh,fall_ICT_t1_kWh,fall_ICT_t2_kWh,winter_t1_kWh,winter_t2_kWh,winter_shelter_t1_kWh,winter_shelter_t2_kWh,winter_nutrition_t1_kWh,winter_nutrition_t2_kWh,winter_hygiene_t2_kWh,winter_ICT_t1_kWh,winter_ICT_t2_kWh,spring_t1_kWh,spring_t2_kWh,spring_shelter_t1_kWh,spring_shelter_t2_kWh,spring_nutrition_t1_kWh,spring_nutrition_t2_kWh,spring_hygiene_t2_kWh,spring_ICT_t1_kWh,spring_ICT_t2_kWh
288.1503508666667,525.0317689062817,40.50111565,12.795141966666668,184.34776119999998,184.34776119999998,303.9288191249088,62.9369705,24.001333866666663,296.8289191,518.1380513129147,60.33048415000001,12.889320783333332,175.41642824999997,175.41642824999997,301.1064214955753,62.9369705,24.001333866666663,296.8289191,518.1380513129147,60.33048415000001,12.889320783333332,175.41642824999997,175.41642824999997,301.1064214955753,62.9369705,24.001333866666663,298.0642753833334,514.3575447834476,48.28697699999999,12.987989483333335,186.85388881666668,186.85388881666668,312.5467499272611,62.9369705,24.001333866666663
