fall_t1_kWh,fall_t2_kWh,fall_shelter_t1_kWh,fall_shelter_t2_kWh,fall_nutrition_t1_kWh,fall_nutrition_t2_kWh,fall_hygiene_t2_kWh,fall_ICT_t1_kWh,fall_ICT_t2_kWh,winter_t1_kWh,winter_t2_kWh,winter_shelter_t1_kWh,winter_shelter_t2_kWh,winter_nutrition_t1_kWh,winter_nutrition_t2_kWh,winter_hygiene_t2_kWh,winter_ICT_t1_kWh,winter_ICT_t2_kWh,spring_t1_kWh,spring_t2_kWh,spring_shelter_t1_kWh,spring_shelter_t2_kWh,spring_nutrition_t1_kWh,spring_nutrition_t2_kWh,spring_hygiene_t2_kWh,spring_ICT_t1_kWh,spring_ICT_t2_kWh,summer_t1_kWh,summer_t2_kWh,summer_shelter_t1_kWh,summer_shelter_t2_kWh,summer_nutrition_t1_kWh,summer_nutrition_t2_kWh,summer_hygiene_t2_kWh,summer_ICT_t1_kWh,summer_ICT_t2_kWh
361.63409443333336,464.67337624686246,68.23087914999999,30.006256599999997,217.99044149999997,217.99044149999997,189.87456390550224,62.9369705,24.001333866666663,330.01638954999993,451.90944454241884,65.62325326666667,27.668799233333335,197.56160363333333,197.56160363333333,185.66852382503242,62.9369705,24.001333866666663,341.47136335000005,465.6194747921786,57.7293445,26.72221428333333,226.82459391666666,226.82459391666666,193.9247749180869,62.9369705,24.001333866666663,343.08018031666666,450.7597756599269,56.56268735,25.80572663333333,222.22467214999998,222.22467214999998,191.6922817707054,62.9369705,24.001333866666663
