time,PVavg,USBavg,LEDavg,DLavg
2024-01-29 00:00:00,0.0,1.0712328064516128,1.4597961612903225,0.4351106774193548
2024-01-29 00:10:00,0.0,1.0618899677419353,1.4612311290322584,0.43334429032258076
2024-01-29 00:20:00,0.0,1.0431511612903226,1.4277634516129032,0.4323642258064518
2024-01-29 00:30:00,0.0,1.030384451612903,1.222416516129032,0.4325696774193549
2024-01-29 00:40:00,0.0,1.0218641290322579,1.1136378709677421,0.43339716129032263
2024-01-29 00:50:00,0.0,1.022466258064516,1.071930838709677,0.4331523225806452
2024-01-29 01:00:00,0.0,1.0370177096774194,1.0129736774193547,0.4310914193548388
2024-01-29 01:10:00,0.0,1.0297960967741935,0.9354144516129032,0.434553935483871
2024-01-29 01:20:00,0.0,1.0134126774193548,0.9184371935483872,0.43145051612903235
2024-01-29 01:30:00,0.0,0.9546775483870966,0.9193991612903226,0.43109141935483875
2024-01-29 01:40:00,0.0,0.8942560645161289,0.9193189677419356,0.4298956129032258
2024-01-29 01:50:00,0.0,0.9091400645161289,0.9105583548387096,0.4269139032258064
2024-01-29 02:00:00,0.0,0.8277995161290321,0.6482903225806451,0.43365512903225817
2024-01-29 02:10:00,0.0,0.7977186451612901,0.6357070322580645,0.4349896774193549
2024-01-29 02:20:00,0.0,0.7726437096774192,0.6585660967741936,0.43502729032258064
2024-01-29 02:30:00,0.0,0.7836119032258063,0.6435755806451613,0.4324178064516129
2024-01-29 02:40:00,0.0,0.9054308709677417,0.5430969677419355,0.4350464516129033
2024-01-29 02:50:00,0.0,0.9238666451612901,0.5419760322580645,0.43745083870967755
2024-01-29 03:00:00,0.0,0.8920128387096773,0.5710383870967741,0.4345734516129033
2024-01-29 03:10:00,0.0,0.8431498709677417,0.5407560967741935,0.431869935483871
2024-01-29 03:20:00,0.0,0.8233878387096771,0.5403600967741936,0.43437509677419367
2024-01-29 03:30:00,0.0,0.7735567419354836,0.5395581612903225,0.4301528709677421
2024-01-29 03:40:00,0.0,0.7509532903225805,0.5607441612903226,0.43168861290322585
2024-01-29 03:50:00,0.0,0.6797249677419354,0.6107459032258065,0.4300936129032258
2024-01-29 04:00:00,0.0,0.6227234193548385,0.6195476774193549,0.4328936451612903
2024-01-29 04:10:00,0.0,0.6218143225806451,0.6788976451612901,0.4340050000000001
2024-01-29 04:20:00,0.0,0.7404278387096772,0.7830552258064517,0.4336945161290323
2024-01-29 04:30:00,0.0,0.7489107741935482,0.9004277096774194,0.43242277419354846
2024-01-29 04:40:00,0.0,0.845696129032258,0.995165387096774,0.4318156451612904
2024-01-29 04:50:00,0.0,0.838067193548387,1.2055904193548388,0.4329628387096775
2024-01-29 05:00:00,0.0,0.7585900967741934,1.4320410322580643,0.4293736451612904
2024-01-29 05:10:00,0.0,0.7659376451612901,1.7008473225806444,0.43271835483870963
2024-01-29 05:20:00,0.0,0.8431774193548387,1.7964408709677413,0.4309406129032257
2024-01-29 05:30:00,0.0,0.8124806451612903,1.8967363870967744,0.4323525161290323
2024-01-29 05:40:00,0.0010304516129032257,0.8106545806451612,1.8409802258064516,0.4288261290322581
2024-01-29 05:50:00,0.014305677419354838,0.7674764193548387,1.3805436451612898,0.43260764516129024
2024-01-29 06:00:00,0.03738687096774193,0.7602744838709676,0.9097819677419355,0.43533635483870964
2024-01-29 06:10:00,0.09142135483870968,0.898880258064516,0.6592480967741939,0.43618903225806455
2024-01-29 06:20:00,0.18527264516129036,1.2085024838709677,0.5260973548387098,0.4374724838709678
2024-01-29 06:30:00,0.3444021935483871,1.260915258064516,0.4776473225806452,0.437966064516129
2024-01-29 06:40:00,0.5836042903225807,1.241253580645161,0.28113090322580636,0.4411525161290323
2024-01-29 06:50:00,0.911903193548387,1.2290378387096774,0.18806558064516132,0.442791870967742
2024-01-29 07:00:00,1.4725220967741934,1.2977277741935485,0.059953193548387095,0.44640341935483874
2024-01-29 07:10:00,2.1400531935483875,1.303817935483871,0.045940258064516126,0.4444120645161291
2024-01-29 07:20:00,2.8442355806451616,1.3372144516129032,0.04032103225806452,0.44564867741935493
2024-01-29 07:30:00,3.1683924516129034,1.2493901935483869,-0.04308345161290323,0.44363141935483885
2024-01-29 07:40:00,3.709454774193548,1.2143112580645157,-0.0394335806451613,0.4491920967741937
2024-01-29 07:50:00,4.447582451612903,1.2800180967741936,-0.050058870967741934,0.4466149032258065
2024-01-29 08:00:00,5.055528677419354,1.2908249354838708,-0.05537400000000001,0.44859632258064525
2024-01-29 08:10:00,5.737904806451613,1.2468734516129032,-0.05941170967741936,0.4499642258064516
2024-01-29 08:20:00,6.5570751612903235,1.0533853870967742,-0.04821335483870967,0.45410022580645165
2024-01-29 08:30:00,6.763081741935483,1.079076225806452,-0.04059532258064517,0.4511192258064516
2024-01-29 08:40:00,7.625241516129031,1.1299266129032257,-0.040701419354838723,0.4520091612903224
2024-01-29 08:50:00,7.93348529032258,1.0533184838709677,-0.04084974193548388,0.4525126774193548
2024-01-29 09:00:00,8.27587235483871,0.9976805806451613,-0.04096861290322581,0.45221567741935487
2024-01-29 09:10:00,9.142000645161291,0.985866258064516,-0.040263903225806454,0.4544312903225807
2024-01-29 09:20:00,9.792862838709674,0.9677374516129034,-0.04293122580645162,0.4555273870967742
2024-01-29 09:30:00,10.169999258064514,0.9972535806451611,-0.039944548387096775,0.4539476451612904
2024-01-29 09:40:00,10.49623264516129,1.032371870967742,-0.04172548387096775,0.45248216129032254
2024-01-29 09:50:00,10.799826612903226,0.9751735483870969,0.029771677419354825,0.45566825806451616
2024-01-29 10:00:00,11.90681835483871,0.9902464516129033,0.02963506451612902,0.45601458064516126
2024-01-29 10:10:00,12.453685483870968,0.9862381612903226,0.028996354838709663,0.45657238709677417
2024-01-29 10:20:00,12.488924870967741,0.866882806451613,0.031385483870967734,0.45722103225806454
2024-01-29 10:30:00,12.559054129032255,0.9243152903225809,0.03262422580645161,0.45557883870967747
2024-01-29 10:40:00,11.97066235483871,0.9193664193548388,0.03436435483870967,0.459600935483871
2024-01-29 10:50:00,12.524011677419354,0.9609113548387097,0.03371038709677417,0.46197800000000006
2024-01-29 11:00:00,12.602945903225805,0.9966770322580645,0.032332903225806446,0.46252232258064513
2024-01-29 11:10:00,12.99888877419355,1.080778322580645,0.03159696774193549,0.46349848387096776
2024-01-29 11:20:00,13.251212096774193,1.0744776129032259,0.03637841935483871,0.46311596774193553
2024-01-29 11:30:00,12.713282290322578,1.0878444838709678,0.034359387096774184,0.46356980645161283
2024-01-29 11:40:00,12.546762870967743,1.038353806451613,0.03442183870967742,0.46576341935483867
2024-01-29 11:50:00,12.058643903225805,0.9574225483870968,0.034899806451612905,0.46593267741935485
2024-01-29 12:00:00,11.791089483870966,0.9471824193548387,0.03310254838709679,0.46553100000000003
2024-01-29 12:10:00,11.070282903225802,0.9342956774193547,0.03399674193548387,0.4684286129032258
2024-01-29 12:20:00,10.768160096774192,0.8943741290322581,0.0328960322580645,0.4668694516129032
2024-01-29 12:30:00,10.65272893548387,0.9167945806451611,0.0330251935483871,0.47024112903225807
2024-01-29 12:40:00,10.257672096774192,0.9405629354838709,0.03333461290322579,0.4717896451612903
