time,V1,V2,V3,I1,I2,I3,I4,O1,O2
03:36:44,13.167,5.002,0,0,0.071,0.028,0,0,0
03:46:44,13.167,5.002,0,0,0.067,0.026,0,0,0
03:56:44,13.167,5.002,0,0,0.093,0.026,0,0,0
04:06:44,13.167,5.002,0,0,0.071,0.026,0,0,0
04:16:44,13.123,4.941,0,0,0.121,0.027,0,0,0
04:26:44,13.123,4.941,0,0,0.109,0.026,0,0,0
04:36:44,13.167,5.002,0,0,0.006,0.026,0,0,0
04:46:44,13.123,4.941,0,0,0.13,0.027,0,0,0
04:56:44,13.167,5.002,0,0,0.029,0.026,0,0,0
05:06:44,13.123,5.002,0,0.008,0.097,0.026,0,0,0
05:16:44,12.958,5.063,0,0.248,0.104,0.026,0,0,0
05:26:44,12.848,5.307,0,0.399,0,0.026,0,0,0
05:36:44,12.848,5.246,0.165,0.399,0,0.026,0,0.11,0
05:46:44,12.848,5.307,2.2,0.322,0,0.026,0,1.881,0.001
05:56:44,12.903,5.307,9.79,0.229,0,0.029,0.002,9.46,0.003
06:06:44,13.068,5.307,13.277,0,0,0.027,0.004,14.245,0.007
06:16:44,13.123,5.307,14.3,0,0,0.026,0.008,16.72,0.013
06:26:44,13.123,5.307,13.706,0.004,0,0.027,0.018,17.952,0.022
06:36:44,13.123,5.307,14.036,0,0,0.028,0.038,19.085,0.042
06:46:44,13.123,5.307,14.19,0,0,0.026,0.044,19.36,0.049
06:56:44,13.123,5.307,14.135,0,0,0.028,0.05,19.569,0.056
07:06:44,13.167,5.307,14.135,0,0,0.026,0.052,19.514,0.058
07:16:44,13.222,5.246,15.378,0,0.078,0.026,0.134,21.021,0.153
07:26:44,13.013,4.941,15.433,0,0.673,0.026,0.169,21.395,0.19
07:36:44,13.013,4.941,14.949,0,0.674,0.026,0.177,21.241,0.196
07:46:44,13.013,4.941,15.697,0,0.674,0.026,0.184,21.241,0.214
07:56:44,12.958,4.941,15.378,0,0.674,0.026,0.125,21.241,0.146
08:06:44,12.903,4.941,15.158,0,0.674,0.026,0.059,21.34,0.115
08:16:44,12.903,4.941,15.103,0,0.674,0.026,0.057,21.34,0.175
08:26:44,12.903,4.941,15.213,0,0.674,0.026,0.064,21.505,0.261
08:36:44,12.958,4.941,15.807,0,0.674,0.026,0.119,21.56,0.321
08:46:44,13.013,4.941,15.323,0,0.674,0.026,0.201,20.911,0.229
08:56:44,13.123,4.941,15.642,0,0.674,0.026,0.3,21.505,0.359
09:06:44,13.068,4.941,15.378,0,0.674,0.026,0.257,21.241,0.279
09:16:44,13.123,4.941,15.697,0,0.674,0.026,0.339,21.505,0.386
09:26:44,13.167,4.941,15.642,0,0.674,0.026,0.371,21.34,0.391
09:36:44,13.123,4.941,15.268,0,0.674,0.026,0.273,21.076,0.295
09:46:44,13.123,4.941,15.543,0,0.674,0.026,0.328,21.241,0.345
09:56:44,13.277,4.941,16.291,0,0.674,0.026,0.507,21.56,0.655
