time,LCavg,MCavg,HCavg
2024-02-01 00:00:00,1.000041935483871,0.0,0.0
2024-02-01 00:10:00,1.0291483870967741,0.0,0.0
2024-02-01 00:20:00,1.0969516129032257,0.0,0.0
2024-02-01 00:30:00,1.097067741935484,0.0,0.0
2024-02-01 00:40:00,1.0970967741935485,0.0,0.0
2024-02-01 00:50:00,1.0970967741935485,0.0,0.0
2024-02-01 01:00:00,1.0971258064516132,0.0,0.0
2024-02-01 01:10:00,1.1165290322580648,0.0,0.0
2024-02-01 01:20:00,1.3003677419354838,0.0,0.0
2024-02-01 01:30:00,1.3584387096774193,0.0,0.0
2024-02-01 01:40:00,1.3778709677419352,0.0,0.0
2024-02-01 01:50:00,1.4746161290322577,0.0,0.0
2024-02-01 02:00:00,1.484290322580645,0.0,0.0
2024-02-01 02:10:00,1.6100838709677419,0.0,0.0
2024-02-01 02:20:00,1.7745935483870967,0.0,0.0
2024-02-01 02:30:00,1.8810548387096773,0.0,0.0
2024-02-01 02:40:00,1.929432258064516,0.0,0.0
2024-02-01 02:50:00,2.0745709677419346,0.0,0.0
2024-02-01 03:00:00,2.2294419354838704,0.0,0.0
2024-02-01 03:10:00,2.229477419354838,1.6129032258064517e-05,0.0
2024-02-01 03:20:00,2.606816129032257,0.1452225806451613,0.0
2024-02-01 03:30:00,2.5875419354838707,0.16135483870967743,0.0
2024-02-01 03:40:00,2.574722580645161,0.16135483870967743,4.6666666666666665e-05
2024-02-01 03:50:00,2.8941258064516133,0.19365483870967742,6.666666666666667e-05
2024-02-01 04:00:00,2.9232967741935494,0.3227096774193548,0.01678333333333333
2024-02-01 04:10:00,2.9040000000000012,0.209883870967742,0.28346333333333334
2024-02-01 04:20:00,3.0491806451612917,0.5002838709677419,0.5001933333333334
2024-02-01 04:30:00,3.2267000000000015,0.8650322580645161,0.7837266666666666
2024-02-01 04:40:00,3.5524193548387095,1.1555193548387097,1.14059
2024-02-01 04:50:00,3.9071967741935487,1.4169870967741933,2.014
2024-02-01 05:00:00,4.116867741935485,2.0624000000000002,2.81406
2024-02-01 05:10:00,3.9428225806451613,3.297896774193548,3.647553333333333
2024-02-01 05:20:00,4.081532258064517,4.233390322580645,4.760990000000001
2024-02-01 05:30:00,4.007367741935484,5.7333096774193555,6.27422
2024-02-01 05:40:00,3.7268129032258073,6.910429032258065,7.317306666666667
2024-02-01 05:50:00,3.6687903225806457,7.565116129032259,7.997153333333333
2024-02-01 06:00:00,3.936470967741936,8.326229032258066,8.150436666666668
2024-02-01 06:10:00,4.042909677419355,8.826125806451614,8.500353333333333
2024-02-01 06:20:00,4.1074064516129045,9.47763548387097,8.810360000000001
2024-02-01 06:30:00,4.33961612903226,9.78727741935484,9.033700000000001
2024-02-01 06:40:00,3.672,10.038890322580645,9.517016666666667
2024-02-01 06:50:00,3.4301000000000004,10.129296774193548,9.936956666666667
2024-02-01 07:00:00,3.5493709677419365,10.081016129032259,9.71043
2024-02-01 07:10:00,3.330032258064517,10.00370322580645,9.74722
2024-02-01 07:20:00,3.200929032258065,9.600651612903224,9.907266666666667
2024-02-01 07:30:00,3.249274193548387,8.716954838709679,9.677273333333336
2024-02-01 07:40:00,2.807445161290322,7.83639677419355,8.940673333333333
2024-02-01 07:50:00,3.258906451612903,7.126803225806452,7.397503333333335
2024-02-01 08:00:00,2.9363354838709674,6.433335483870967,6.397486666666667
2024-02-01 08:10:00,2.9072903225806455,5.846267741935486,4.737746666666667
2024-02-01 08:20:00,2.807254838709678,5.02349677419355,3.4744533333333334
2024-02-01 08:30:00,2.762103225806452,4.355570967741935,3.0676500000000004
2024-02-01 08:40:00,2.3879387096774196,3.904006451612904,3.850846666666667
2024-02-01 08:50:00,1.6041483870967739,4.000790322580646,5.217386666666668
2024-02-01 09:00:00,1.1299225806451614,3.7911129032258075,5.450733333333335
2024-02-01 09:10:00,1.1620387096774192,4.032980645161291,5.584030000000002
2024-02-01 09:20:00,1.0813451612903227,3.984612903225807,6.217396666666668
2024-02-01 09:30:00,1.1619354838709677,3.662093548387097,7.850426666666668
2024-02-01 09:40:00,1.1618677419354837,4.016790322580645,7.383770000000002
2024-02-01 09:50:00,1.0972645161290322,4.210219354838709,6.933803333333334
2024-02-01 10:00:00,1.0004225806451617,4.03273870967742,6.900456666666669
2024-02-01 10:10:00,1.0003645161290324,3.694067741935484,6.217220000000002
2024-02-01 10:20:00,1.000325806451613,3.468277419354839,5.583956666666668
2024-02-01 10:30:00,1.0002645161290324,3.419893548387098,4.250746666666667
2024-02-01 10:40:00,1.080793548387097,3.0489290322580653,3.4840499999999994
2024-02-01 10:50:00,1.1613806451612902,2.1619774193548387,3.217330000000001
2024-02-01 11:00:00,1.1613322580645165,1.8071709677419359,3.1006066666666667
2024-02-01 11:10:00,1.1613225806451615,1.6136322580645162,2.7172466666666675
2024-02-01 11:20:00,1.016167741935484,1.2426129032258064,2.01726
2024-02-01 11:30:00,1.000016129032258,1.419887096774193,1.5004733333333329
2024-02-01 11:40:00,1.0,1.581070967741935,1.4002833333333333
2024-02-01 11:50:00,1.0,1.1294935483870965,1.0835700000000001
2024-02-01 12:00:00,1.0,1.1294516129032255,0.9668700000000001
2024-02-01 12:10:00,1.0,0.9197709677419358,0.5502266666666666
2024-02-01 12:20:00,1.0,0.6455387096774196,0.33356
2024-02-01 12:30:00,1.0,0.4197387096774193,0.11689666666666666
2024-02-01 12:40:00,1.0,0.17779032258064525,0.00015666666666666666
2024-02-01 12:50:00,1.0,0.000267741935483871,0.00011
2024-02-01 13:00:00,1.0,0.00010967741935483872,7.333333333333332e-05
2024-02-01 13:10:00,1.0,3.2258064516129034e-05,0.0
2024-02-01 13:20:00,1.0,1.2903225806451613e-05,0.0
2024-02-01 13:30:00,1.0,0.0,0.0
2024-02-01 13:40:00,1.0,0.0,0.0
2024-02-01 13:50:00,1.0,0.0,0.0
2024-02-01 14:00:00,1.0,0.0,0.0
2024-02-01 14:10:00,1.0,0.0,0.0
2024-02-01 14:20:00,1.0,0.0,0.0
2024-02-01 14:30:00,1.0,0.0,0.0
2024-02-01 14:40:00,1.0,0.0,0.0
2024-02-01 14:50:00,1.0,0.0,0.0
2024-02-01 15:00:00,1.0,0.0,0.0
2024-02-01 15:10:00,1.0,0.0,0.0
2024-02-01 15:20:00,1.0,0.0,0.0
2024-02-01 15:30:00,1.0,0.0,0.0
2024-02-01 15:40:00,1.0,0.0,0.0
2024-02-01 15:50:00,1.0,0.0,0.0
2024-02-01 16:00:00,1.0000064516129032,0.0,0.0
2024-02-01 16:10:00,1.0000645161290322,0.0,0.0
2024-02-01 16:20:00,1.0001,0.0,0.0
2024-02-01 16:30:00,1.000183870967742,0.0,0.0
2024-02-01 16:40:00,1.0582903225806453,0.0,0.0
2024-02-01 16:50:00,1.0970451612903227,6.451612903225806e-06,3.3333333333333333e-06
2024-02-01 17:00:00,1.0972645161290322,0.03229354838709677,6.333333333333333e-05
2024-02-01 17:10:00,1.0974612903225804,0.16138387096774195,0.3034833333333333
2024-02-01 17:20:00,1.2685193548387097,0.3486580645161291,0.69035
2024-02-01 17:30:00,1.4364096774193547,0.6553,1.1405433333333335
2024-02-01 17:40:00,1.781741935483871,1.0652032258064514,1.793903333333333
2024-02-01 17:50:00,2.1400225806451614,1.7105129032258064,2.49063
2024-02-01 18:00:00,2.5206967741935484,2.284948387096774,2.7741233333333333
2024-02-01 18:10:00,2.7175354838709675,2.7495870967741936,3.534336666666667
2024-02-01 18:20:00,3.1047741935483875,3.4528806451612906,4.047860000000001
2024-02-01 18:30:00,3.2145838709677412,4.085354838709677,4.60149
2024-02-01 18:40:00,3.1631032258064513,4.834070967741935,5.351633333333333
2024-02-01 18:50:00,3.5018838709677422,5.685735483870967,6.171823333333334
2024-02-01 19:00:00,3.8502516129032265,6.553309677419355,7.974906666666668
2024-02-01 19:10:00,4.775861290322581,7.3338709677419365,9.221330000000002
2024-02-01 19:20:00,5.072587096774193,7.620970967741934,10.544536666666666
2024-02-01 19:30:00,5.208045161290323,8.024232258064517,12.154439999999997
2024-02-01 19:40:00,5.456496774193548,8.446774193548388,12.644503333333331
2024-02-01 19:50:00,5.301674193548388,8.624125806451614,12.454499999999996
2024-02-01 20:00:00,5.156483870967741,8.882012903225808,12.801116666666667
2024-02-01 20:10:00,5.027351612903226,8.975490322580647,12.834296666666667
2024-02-01 20:20:00,5.269103225806451,8.85597741935484,11.910936666666665
2024-02-01 20:30:00,5.4270516129032265,8.184909677419357,10.900836666666667
2024-02-01 20:40:00,5.726983870967741,7.591287096774193,10.170739999999999
2024-02-01 20:50:00,5.939832258064516,6.891312903225808,9.707353333333334
2024-02-01 21:00:00,5.981748387096776,5.717148387096774,8.2009
2024-02-01 21:10:00,5.881732258064517,5.039580645161291,7.210936666666667
2024-02-01 21:20:00,5.807393548387099,4.113712903225807,6.027513333333333
2024-02-01 21:30:00,4.978387096774195,3.2716967741935488,5.160790000000001
2024-02-01 21:40:00,4.1043032258064525,2.13316129032258,3.757386666666667
2024-02-01 21:50:00,3.739700000000001,1.5202064516129028,2.80728
2024-02-01 22:00:00,3.3622516129032256,0.9782290322580646,2.0638999999999994
2024-02-01 22:10:00,3.0429096774193547,0.7748483870967744,1.7071733333333332
2024-02-01 22:20:00,3.0137645161290325,0.47475806451612895,1.2571333333333332
2024-02-01 22:30:00,3.1103935483870977,0.09724516129032258,1.09701
2024-02-01 22:40:00,2.9749032258064525,0.00014516129032258063,1.0001666666666666
2024-02-01 22:50:00,2.7232483870967745,0.0,0.95001
2024-02-01 23:00:00,2.490967741935483,0.0,1.0
2024-02-01 23:10:00,2.326445161290322,0.0,1.0
2024-02-01 23:20:00,1.8717096774193542,0.0,0.80004
2024-02-01 23:30:00,1.6781580645161285,0.0,0.5667533333333333
2024-02-01 23:40:00,1.271732258064516,0.0,0.5001
2024-02-01 23:50:00,1.0103741935483874,0.0,0.20016
